Parole,Genre,Titre + artiste
"If you ever leave me, baby
Leave some morphine at my door
'Cause it would take a whole lot of medication
To realize what we used to have
We don't have it anymore
There's no religion that could save me
No matter how long my knees are on the floor, oh
So keep in mind all the sacrifices I'm makin'
To keep you by my side
To keep you from walkin' out the door
'Cause there'll be no sunlight, if I lose you, baby
There'll be no clear skies, if I lose you, baby
Just like the clouds, my eyes will do the same
If you walk away, every day, it'll rain, rain, rain
I'll never be your mother's favorite
Your daddy can't even look me in the eye
Ooh, if I was in their shoes, I'd be doin' the same thing
Sayin', ""There goes my little girl
Walkin' with that troublesome guy""
But they're just afraid of somethin' they can't understand
Ooh, but, little darlin', watch me change their minds
Yeah, for you, I'll try, I'll try, I'll try, I'll try
And pick up these broken pieces 'til I'm bleedin'
If that'll make you mine
'Cause there'll be no sunlight, if I lose you, baby
There'll be no clear skies, if I lose you, baby
Just like the clouds, my eyes will do the same
If you walk away, every day it'll rain, rain, rain
Oh, don't you say (Don't you say) goodbye (Goodbye)
Don't you say (Don't you say) goodbye (Goodbye)
I'll pick up these broken pieces 'til I'm bleedin'
If that'll make it right
'Cause there'll be no sunlight, if I lose you, baby
There'll be no clear skies, if I lose you, baby
Just like the clouds, my eyes will do the same
If you walk away, every day it'll rain, rain, rain",pop,Bruno_Mars_It_Will_Rain.txt
"Released on Christmas Day, the song was first teased on July 15, 2020, via SZA’s Instagram… Read More
Good day in my mind, safe to take a step out
Get some air now, let yo' edge out
Too soon, I spoke
You be heavy in my mind, can you get the heck out?
I need rest now, got me bummed out
You so, you so, you
Baby, baby, babe
I've been on my empty mind shit
I try to keep from losin' the rest of me
I worry that I wasted the best of me on you, babe
You don't care
Said, ""Not tryna be a nuisance, this is urgent""
Tryna make sense of loose change
Got me a war in my mind
Gotta let go of weight, can't keep what's holdin' me
Choose to watch while the world break up in front of me
All the while, I'll await my armored fate with a smile
Still wanna try, still believe in
Good days, good days, always
Always inside (Always in my mind, always in my mind, mind)
Good day living in my mind
Tell me I'm not my fears, my limitations
I disappear if you let me
Feelin' like, yeah (On your own)
Feelin' like Jericho
Feelin' like Job when he lost his shit
Gotta hold my own, my cross to bear alone, I
Ooh, played and dipped, way to kill the mood
Know you like that shit
Can't groove it, ba-baby
Heavy on my empty mind shit
I gotta keep from losin' the rest of me (Rest of me)
Still worry that I wasted the best of me on you, babe
You don't care
Said, ""Not tryna be a nuisance, this is urgent"" (It's urgent)
Tryna make sense of loose change
Got me a war in my mind (My mind)
Gotta let go of weight, can't keep what's holdin' me
Choose to watch while the world break up in front of me
All the while, I'll await my armored fate with a smile
Still wanna try, still believe in
Good days, good days, always (Good days on my mind, good days on my mind)
Sunny inside (Always in my mind, always in my mind, mind)
Good day living in my mind
Gotta get right
Tryna free my mind before the end of the world
I don't miss no ex, I don't miss no text
I choose not to respond
I don't regret, just pretend shit never happened
Half of us layin' waste to our youth, it's in the present
(Na-na, na-na, na-na, na)
Half of us chasin' fountains of youth and it's in the present now
Always in my mind, always in my mind, mind
You've been making me feel like I'm
Always in my mind, always in my mind, mind",pop,SZA_Good_Days.txt
"If you don't wanna see me
Did a full one-eighty, crazy
Thinking 'bout the way I was
Did the heartbreak change me? Maybe
But look at where I ended up
I'm all good already
So moved on, it's scary
I'm not where you left me at all, so
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me
Don't show up, don't come out
Don't start caring about me now
Walk away, you know how
Don't start caring about me now
Aren't you the guy who tried to
Hurt me with the word ""goodbye""?
Though it took some time to survive you
I'm better on the other side
I'm all good already
So moved on, it's scary
I'm not where you left me at all, so
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me
(Don't, don't, don't)
Don't show up, don't come out
Don't start caring about me now
Walk away, you know how
Don't start caring about me now ('Bout me now, 'bout me)
Up, up
Don't come out, out, out
Don't show up, up, up
Don't start now (Oh)
Up, up
Don't come out, out
I'm not where you left me at all, so
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me
Don't show up (Don't show up), don't come out (Don't come out)
Don't start caring about me now ('Bout me now)
Walk away (Walk away), you know how (You know how)
Don't start caring about me now (So)
Up, up
Don't come out, out, out
Don't show up, up, up
Walk away, walk away (So)
Up, up
Don't come out, out, out
Don't show up, up, up
Walk away, walk away, oh",pop,Dua_Lipa_Don’t_Start_Now.txt
"Don't you know I'm no good for you?
I've learned to lose you, can't afford to
Tore my shirt to stop you bleedin'
But nothin' ever stops you leavin'
Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that
Don't you know too much already?
I'll only hurt you if you let me
Call me friend, but keep me closer (Call me back)
And I'll call you when the party's over
Quiet when I'm coming home and I'm on my own
And I could lie, say I like it like that, like it like that
Yeah, I could lie, say I like it like that, like it like that
But nothin' is better sometimes
Once we've both said our goodbyes
Let's just let it go
Let me let you go
Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that",pop,Billie_Eilish_when_the_party’s_over.txt
"Ayy, ayy, ayy, ayy (Ooh)
Ooh, ooh, ooh, ooh (Ooh)
Ayy, ayy
Ooh, ooh, ooh, ooh
Needless to say, I keep a check
She was a bad-bad, nevertheless (Yeah)
Callin' it quits now, baby, I'm a wreck (Wreck)
Crash at my place, baby, you're a wreck (Wreck)
Needless to say, I'm keeping a check
She was a bad-bad, nevertheless
Callin' it quits now, baby, I'm a wreck
Crash at my place, baby, you're a wreck
Thinkin' in a bad way, losin' your grip
Screamin' at my face, baby, don't trip
Someone took a big L, don't know how that felt
Lookin' at you sideways, party on tilt
Ooh-ooh, some things you just can't refuse
She wanna ride me like a cruise and I'm not tryna lose
Then you're left in the dust, unless I stuck by ya
You're the sunflower, I think your love would be too much
Or you'll be left in the dust, unless I stuck by ya
You're the sunflower, you're the sunflower
Every time I'm leavin' on ya (Ooh)
You don't make it easy, no (No, no)
Wish I could be there for ya (Ooh)
Give me a reason to, oh (Oh)
Every time I'm walkin' out (Oh)
I can hear you tellin' me to turn around (Oh, oh)
Fightin' for my trust and you won't back down (No)
Even if we gotta risk it all right now, oh (Now)
I know you're scared of the unknown (Known)
You don't wanna be alone (Alone)
I know I always come and go (And go)
But it's out of my control
And you'll be left in the dust, unless I stuck by ya
You're the sunflower, I think your love would be too much
Or you'll be left in the dust, unless I stuck by ya
You're the sunflower, you're the sunflower (Yeah)",pop,Post_Malone_Sunflower.txt
"Take it or leave it
Baby, take it or leave it
But I know you won't leave it
'Cause I know that you need it (Uh)
Look in the mirror
When I look in the mirror
Baby, I see it clearer
Why you wanna be nearer (Uh)
I'm not surprised
I sympathize (Ah)
I can't deny
Your appetite (Ah)
You got a fetish for my love
I push you out and you come right back
Don't see a point in blamin' you
If I were you, I'd do me too
You got a fetish for my love
I push you out and you come right back
Don't see a point in blamin' you
If I were you, I'd do me too
You got a fetish for my love
Reachin' your limit
Say you're reachin' your limit
Goin' over your limit
But I know you can't quit it (Uh)
Somethin' about me
Got you hooked on my body
Take you over and under and twisted up like origami (Uh)
I'm not surprised
I sympathize (Ah)
I can't deny
Your appetite (Ah)
You got a fetish for my love
I push you out and you come right back
Don't see a point in blaming you
If I were you, I'd do me too
You got a fetish for my love
I push you out and you come right back
Don't see a point in blaming you
If I were you, I'd do me too (It's Gucci)
You got a fetish for my love
The way you walk, the way you talk
I blame you 'cause it's all your fault
You're playin' hard, don't turn me off
You actin' hard, but I know you soft
You my fetish, I'm so with it
All these rumors bein' spreaded
Might as well go 'head and whip it
'Cause they sayin' we already did it
Call on Gucci if you ever need me
I'll be South Beach in the drop top gleamin'
Water diamonds, Aquafina
Just need you in a blue bikini
You got a fetish for my love
I push you out and you come right back
Don't see a point in blamin' you
If I were you, I'd do me too
You got a fetish for my love
I push you out and you come right back
Don't see a point in blamin' you
If I were you, I'd do me too
You got a fetish for my love",pop,Selena_Gomez_Fetish.txt
"Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So, I'm pickin' it up, pickin' it up
I'm lovin', I'm livin' (Oh, ayy), I'm pickin' it up
I'm pickin' it up, pickin' it up (Yeah)
I'm lovin', I'm livin', I'm pickin' it up (Oh, yeah)
I'm pickin' it up (Yeah), pickin' it up (Yeah, ayy)
Lovin', I'm livin', so we turnin' up (We turnin' it up)
Yeah, we turnin' it up
Ain't got no tears in my body
I ran out, but, boy, I like it
I like it, I like it
Don't matter how, what, where, who tries it
We out here vibin'
We vibin', we vibin'
Comin' out
Even when it's rainin' down
Can't stop now
Can't stop so shut your mouth
Shut your mouth
And if you don't know, then now you know it, babe
Know it, babe, yeah
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me (Ooh)
We on another mentality
Ain't got no tears left to cry (To cry)
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up (Oh)
Pickin' it up (Yeah), pickin' it up (Yeah, ayy)
Lovin', I'm livin', so we turnin' up (We turnin' it up)
Yeah (Yeah), we turnin' it up
They point out the colors in you, I see 'em too
And, boy, I like 'em
I like 'em, I like 'em
We way too fly to partake in all this hate
We out here vibin'
We vibin', we vibin'
Comin' out
Even when it's rainin' down
Can't stop now
Can't stop, so shut your mouth
Shut your mouth
And if you don't know, then now you know it, babe
Know it, babe, yeah
Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Oh, I just want you to come with me (Ooh)
We on another mentality (Oh)
Ain't got no tears left to cry (To cry)
So, I'm pickin' it up, pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up
Comin' out
Even when it's rainin' down
Can't stop now (Mm-oh)
Shut your mouth
Ain't got no tears left to cry
Oh, yeah, oh, yeah
Oh, I just want you to come with me (Me)
We on another mentality
Ain't got no tears left to cry (Cry)
So, I'm pickin' it up (Yeah), pickin' it up (Oh, yeah)
I'm lovin', I'm livin', I'm pickin' it up (Pickin' it up)
Pickin' it up (Mm), pickin' it up (Mm)
Lovin', I'm livin', so we turnin' up (Mm-hm)
Yeah, we turnin' it up",pop,Ariana_Grande_no_tears_left_to_cry.txt
"What do you mean?  Oh, oh
When you nod your head yes, but you wanna  say no
What do you mean?  Hey, yeah
When you don't want me to move, but you tell me to go
What do  you mean? Oh,  what do you mean?
Said you're runnin' outta time,  what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?
You're so indecisive of what I'm sayin'
Tryna catch the beat, make up your heart
Don't know if you're happy or complainin'
Don't want for us to end, where do I start?
First you wanna go to the left, then you wanna turn right (Right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you’re down, and then  between ('Tween)
Oh, I really wanna know
What do you mean? Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? Oh, what do you mean?
Said you're runnin' outta time, what do you mean?
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean?
You're overprotective when I'm leavin'
Tryna compromise, but I can’t win
You wanna make a point, but you keep preachin'
You had me from the start, won't let this end
First you wanna go to the left, then you wanna turn right
(Turn right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you’re down, and then between ('Tween)
Oh, I really wanna know
What do you mean? Oh, oh (Yeah, yeah, yeah, yeah)
When you nod your head yes, but you wanna say no
What do you mean? (Oh, what do you mean?) Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? (I wanna know, ooh)
Oh, what do you mean? (Ooh)
Said you're runnin' outta time, what do you mean? (Oh, baby)
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean? (Don't be so selfish, baby, yeah, yeah) Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? (You're so confusin', baby) Hey, yeah
When you don't want me to move (Hey), but you tell me to go
What do you mean? (Be more straightforward)
Oh, what do you mean? (Hey, ah, ah, ah)
Said you're runnin' outta time, what do you mean? (Hey, ah, ah, ah)
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?",pop,Justin_Bieber_What_Do_You_Mean?.txt
"When I was six years old, I broke my leg
I was runnin' from my brother and his friends
And tasted the sweet perfume of the mountain grass I rolled down
I was younger then, take me back to when I
Found my heart and broke it here
Made friends and lost them through the years
And I've not seen the roaring fields in so long, I know I've grown
But I can't wait to go home
I'm on my way
Drivin' at ninety down those country lanes
Singin' to ""Tiny Dancer""
And I miss the way you make me feel and it's real
We watched the sunset over the castle on the hill
Fifteen years old and smoking hand-rolled cigarettes
Runnin' from the law through the backfields and gettin' drunk with my friends
Had my first kiss on a Friday night, I don't reckon that I did it right
But I was younger then, take me back to when
We found weekend jobs, when we got paid
We'd buy cheap spirits and drink them straight
Me and my friends have not thrown up in so long, oh, how we've grown
But I can't wait to go home
I'm on my way
Drivin' at ninety down those country lanes
Singin' to ""Tiny Dancer""
And I miss the way you make me feel and it's real
We watched the sunset over the castle on the hill
Over the castle on the hill
Over the castle on the hill
One friend left to sell clothes
One works down by the coast
One had two kids but lives alone
One's brother overdosed
One's already on his second wife
One's just barely gettin' by
But these people raised me
And I can't wait to go home
And I'm on my way, I still remember
These old country lanes
When we did not know the answers
And I miss the way you make me feel and it's real
We watched the sunset over the castle on the hill
Over the castle on the hill
Over the castle on the hill",pop,Ed_Sheeran_Castle_On_The_Hill.txt
"I needed to change so much.… Read More
I never came to the beach or stood by the ocean
I never sat by the shore under the sun with my feet in the sand
But you brought me here and I'm happy that you did
'Cause now I'm as free as birds catchin' the wind
I always thought I would sink, so I never swam
I never went boatin', don't get how they are floatin'
And sometimes I get so scared of what I can't understand
But here I am, next to you
The sky's more blue in Malibu
Next to you in Malibu
Next to you (Baby)
We watched the sun go down as we were walkin'
I'd spend the rest of my life just standing here talkin'
You would explain the current as I just smile
Hoping that you'll stay the same and nothing will change
And it'll be us just for a while, do they even exist?
That's when I make a wish to swim away with the fish
'Cause it's supposed to be this hot all summer long
I never would've believed you if three years ago you told me
I'd be here writing this song
But here I am, next to you
The sky's so blue in Malibu
Next to you in Malibu
Next to you (Baby)
Ah, ah
Ah, ah, ah
Next to you
The sky's so blue in Malibu (Baby)
Next to you (Oh, oh)
We are just like the waves that flow back and forth
Sometimes I feel like I'm drowning and you're there to save me
And I wanna thank you with all of my heart
It's a brand new start, a dream come true in Malibu",pop,Miley_Cyrus_Malibu.txt
"We hug and, yes, we make love
And always just say goodnight (La-la-la-la-la-la)
And we cuddle, sure, I do love it
But I need your lips on mine
Can you kiss me more?
We're so young, boy, we ain't got nothin' to lose, oh-oh
It's just principle
Baby, hold me 'cause I like the way you groove, oh-oh
Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la-la-la-la
All on my tongue, I want it (La-la-la-la-la-la)
Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la-la-la-la
All on my tongue, I want it (La-la-la-la-la-la)
I, I feel like fuckin' somethin'
But we could be corny, fuck it
Sugar, I ain't no dummy, dummy
I likе to say, ""What if?"" But if
We could kiss and just cut the rubbish
Then I might bе onto somethin'
I ain't givin' you one in public
I'm givin' you hundreds, fuck it
Somethin' we just gotta get into
Sign first, middle, last on the wisdom tooth
Niggas wishin' that the pussy was a kissin' booth
Taste breakfast, lunch, and gin and juice
And that dinner just like dessert too
And when we French, refresh, give me two
When I bite that lip, come get me too
He want lipstick, lip gloss, hickeys too, huh
Can you kiss me more?
We're so young, boy, we ain't got nothin' to lose, oh-oh
It's just principle
Baby, hold me 'cause I like the way you groove, oh-oh
Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la-la-la-la
All on my tongue, I want it (La-la-la-la-la-la)
Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la-la-la-la
All on my tongue, I want it
Say give me a buck, need that gushy stuff
Push the limit, no, you ain't good enough
All your niggas say that you lost without me
All my bitches feel like I dodged the county
Fuckin' with you feel like jail, nigga (Feel like jail)
I can't even exhale, nigga (Can't exhale)
Pussy like holy grail, you know that (Holy grail)
You gon' make me need bail, you know that
Caught dippin' with your friend
You ain't even half, man, lyin' on your ****, you know that
Got me a bag full of brick, you know that
Control, don't slow the pace if I throw back
All this ass for real (All this ass)
Drama make you feel (It make you feel)
Fantasy and whip appeal is all I can give you
Can you kiss me more?
We're so young, boy, we ain't got nothin' to lose, oh-oh
It's just principle
Baby, hold me 'cause I like the way you groove, oh-oh
Oh, darlin'
Boy, you write your name, I can do the same
Ooh, I love the taste, oh-la-la-la-la-la
All on my tongue, I want it
Boy, you write your name, I can do the same
Ooh, I love the taste, oh-la-la-la-la-la
All on my tongue, I want it",pop,Doja_Cat_Kiss_Me_More.txt
"Thought I'd end up with Sean
But he wasn't a match
Wrote some songs about Ricky
Now I listen and laugh
Even almost got married
And for Pete, I'm so thankful
Wish I could say, ""Thank you"" to Malcolm
'Cause he was an angel
One taught me love
One taught me patience
And one taught me pain
Now, I'm so amazing
Say I've loved and I've lost
But that's not what I see
So, look what I got
Look what you taught me
And for that, I say
Thank you, next (Next)
Thank you, next (Next)
Thank you, next
I'm so fuckin' grateful for my ex
Thank you, next (Next)
Thank you, next (Next)
Thank you, next (Next)
I'm so fuckin'—
Spend more time with my friends
I ain't worried 'bout nothin'
Plus, I met someone else
We havin' better discussions
I know they say I move on too fast
But this one gon' last
'Cause her name is Ari
And I'm so good with that (So good with that)
She taught me love (Love)
She taught me patience (Patience)
How she handles pain (Pain)
That shit's amazing (Yeah, she's amazing)
I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah, I've found)
Ain't no need for searching, and for that, I say
Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next (Thank you)
I'm so fuckin' grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so fuckin' grateful for my ex
Thank you, next
Thank you, next
Thank you, next
I'm so fuckin'—
One day I'll walk down the aisle
Holding hands with my mama
I'll be thanking my dad
'Cause she grew from the drama
Only wanna do it once, real bad
Gon' make that shit last
God forbid something happens
Least this song is a smash (Song is a smash)
I've got so much love (Love)
Got so much patience (Patience)
And I've learned from the pain (Pain)
I turned out amazing (Turned out amazing)
Say I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah)
Ain't no need for searching
And for that, I say
Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next
I'm so fuckin' grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so fuckin' grateful for my ex
Thank you, next
Thank you, next
Thank you, next
Yeah, yee
Thank you, next
Thank you, next
Thank you, next
Yeah, yee",pop,"Ariana_Grande_thank_u,_next.txt"
"Tonight
I just wanna take you higher
Throw your hands up in the sky
Let's set this party off right
Players
Put your pinky rings up to the moon
Girls, what y'all tryna do?
24-karat magic in the air
Head to toe so player
Look out, uh
Pop-pop, it's show time (Show time), show time (Show time)
Guess who's back again? (Brrah)
Oh, they don't know? (Go on, tell 'em) Oh, they don't know? (Go on, tell 'em)
I bet they know as soon as we walk in (Showin' up)
Wearin' Cuban links (Yeah), designer minks (Yeah)
Inglewood's finest shoes (Woop, woop)
Don't look too hard, might hurt yourself
Known to give the color red the blues
Woo, shit
I'm a dangerous man with some money in my pocket (Keep up)
So many pretty girls around me and they wakin' up the rocket (Keep up)
Why you mad? Fix your face, ain't my fault they all be jockin' (Keep up)
Players only, come on
Put your pinky rings up to the moon
Girls, what y'all tryna do?
24-karat magic in the air
Head to toe so player
Look out, uh
Second verse for the hustlers (Hustlers), gangsters (Gangsters)
Bad bitches and your ugly ass friends (Haha)
Can I preach? (Uh-oh) Can I preach? (Uh-oh)
I gotta show 'em how a pimp get it in
First, take your sip (Sip), do your dip (Dip)
Spend your money like money ain't shit
Ooh-ooh (We too fresh)
Got to blame it on Jesus (Hashtag blessed)
They ain't ready for me, uh
I'm a dangerous man with some money in my pocket (Keep up)
So many pretty girls around me and they wakin' up the rocket (Keep up)
Why you mad? Fix your face, ain't my fault they all be jockin' (Keep up)
Players only, come on
Put your pinky rings up to the moon (Woo, hey, girls)
What y'all tryna do? (What you tryna do?)
24-karat magic in the air (Air, air)
Head to toe so player (Ooh)
Look out, uh
(Woo) Everywhere I go, they be like (Ooh, so player)
(Woo) Everywhere I go, they be like (Ooh, so player; ah)
(Woo) Everywhere I go, they be like (Ooh, so player, ooh)
Now, now, now
Now watch me break it down like, ugh
24-karat (Woo), 24-karat magic (What's that sound?)
24-karat, 24-karat magic (Come on now)
24-karat, 24-karat magic
Don't fight the feelin', invite the feelin', just
Put your pinky rings up to the moon (Ooh)
Girls, what y'all tryna do? (Tell me what you're tryna do)
24-karat magic in the air (Yeah, get up)
Head to toe so player (Hands up)
Put your pinky rings up to the moon (24-karat, 24-karat magic)
Girls, what y'all tryna do? (24-karat, 24-karat magic; do)
24-karat magic in the air (24-karat, 24-karat magic)
Head to toe so player (24-karat)
Look out, uh (24-karat magic)",pop,Bruno_Mars_24K_Magic.txt
"The song was first teased… Read More
Took you like a shot
Thought that I could chase you with the cold evenin'
Let a couple years water down how I’m feelin' about you (Feelin' about you)
And every time we talk
Every single word builds up to this moment
And I gotta convince myself I don’t want it even though I do (Even though I do)
You could break my heart in two
But when it heals, it beats for you
I know it's forward, but it's true
I wanna hold you when I'm not supposed to
When I'm lyin' close to someone else
You're stuck in my head and I can't get you out of it
If I could do it all again, I know I’d go back to you
I know I’d go back to you, oh
I know I'd go back to you
We never got it right
Playin’ and replayin' old conversations
Overthinkin' every word and I hate it
'Cause it’s not me ('Cause it's not me, 'cause it's not me)
And what's the point in hidin'?
Everybody knows, we got unfinished business
And I'll regret it if I didn't say
This isn't what it could be (Isn't what it could be)
You could break my heart in two
But when it heals, it beats for you
I know it's forward, but it's true (Oh, oh)
I wanna hold you when I'm not supposed to
When I'm lyin' close to someone else
You're stuck in my head and I can't get you out of it (Ah, ah)
If I could do it all again, I know I'd go back to you
I know I'd go back to you
I know I'd go back to you
I'd go back to you
I'd go back to you
I know I said I wasn't sure
But I'd go back to you
I know I'd go back to you
You can break my heart in two
But when it heals, it beats for you
I know it's forward, but it's true
Won't lie, I'd go back to you
You know, my thoughts are runnin' loose
It's just a thing you make me do
And I could fight, but what's the use?
I know I'd go back to you
I wanna hold you when I'm not supposed to (When I'm not supposed to)
When I'm lyin' close to someone else (Ah, ah)
You're stuck in my head and I can't get you out of it (Oh, oh)
If I could do it all again, I know I'd go back to you
I'll go back to you
I'll go back to you, I'll go back to you, oh
I know I'd go back to you (I'll go back to you)
I'll go back to you (I'll go back to you, ooh)
Ooh, ooh-ooh
I know I'd go back to you
(Go back to you, go back to you)
(Go back to you, go back to you)
(Go back to you, go back to you)",pop,Selena_Gomez_Back_To_You.txt
"Malone debuted the track while performing in Austin, Texas in September of 2016, two months before… Read More
Yeah, yeah
Yeah (Hey)
My mama called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say, ""Congratulations"" (Uh, uh, uh)
Worked so hard, forgot how to vacation (Uh-huh)
They ain't never had the dedication (Uh, uh)
People hatin', say we changed and look, we made it (Uh, uh)
Yeah, we made it (Uh, uh, uh)
They was never friendly, yeah
Now I'm jumping out the Bentley, yeah
And I know I sound dramatic, yeah
But I know I had to have it, yeah
For the money, I'm a savage, yeah
I be itching like an addict, yeah
I'm surround by twenty bad bitch, yeah
But they didn't know me last year, yeah
Everyone wanna act like they important (Yeah-yeah-yeah, yeah-yeah-yeah)
But all that mean nothing when I saw my dough, yeah (Yeah-yeah-yeah, yeah-yeah-yeah)
Everyone countin' on me drop the ball, yeah (Yeah-yeah-yeah, yeah-yeah-yeah)
Everything custom like I'm at the border, yeah, yeah
If you fuck with winning, put your lighters to the sky
How could I make cents when I got millions on my mind?
Coming with that bullshit, I just put it to the side
Balling since a baby, they could see it in my eyes
My mama called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say, ""Congratulations"" (Congratulations)
Worked so hard, forgot how to vacation (Ooh)
They ain't never had the dedication (Uh, uh, ayy)
People hatin', say we changed and look, we made it (Uh, uh)
Yeah, we made it (Uh, uh, uh, yeah)
I was patient (Yeah, oh)
I was patient (Ayy, uh)
Now I can scream that we made it (We made it)
Now everywhere, everywhere I go, they say 'gratulation (Uh)
Young nigga, young nigga graduation (Yeah)
I pick up the rock and I ball, baby (Ball)
I'm looking for someone to call, baby (Brr)
But right now, I got a situation (Ayy)
Nothin' but old Ben, Ben Franklins (Cash)
Big rings (Woo), champagne (Champagne)
My life is like a ball game (Ball game)
But instead, I'm in the trap, though (Trap, though)
Pot so big, call it Super Bowl (Super Bowl)
Super Bowl, call the hoes (Brr), get in the Rolls (Skrrt)
Top-floor lifestyle (Top), Huncho and Post (Yeah, ayy)
Malone (Ayy), I got a play on my phone (Ayy)
You know what I'm on (Ayy), Huncho Houdini, it's gone (Ayy)
My mama called, seen you on TV, son
Said shit done changed ever since we was on
I dreamed it all ever since I was young
They said I wouldn't be nothing
Now they always say, ""Congratulations"" (Ayy, uh, uh, uh)
Worked so hard, forgot how to vacation (Uh-huh, ooh)
They ain't never had the dedication (Ayy, uh, uh)
People hatin', say we changed and look, we made it (Yeah,  uh, uh)
Yeah, we made it (Ayy)
Hey, hey, hey, hey
Hey, hey, hey, hey",pop,Post_Malone_Congratulations.txt
"I hopped off the plane at LAX
With a dream and my cardigan
Welcome to the land of fame excess (Woah)
Am I gonna fit in?
Jumped in the cab, here I am for the first time
Look to my right, and I see the Hollywood sign
This is all so crazy
Everybody seems so famous
My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the taxi man turned on the radio
And a JAY-Z song was on
And a JAY-Z song was on
And a JAY-Z song was on
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
I got my hands up, they're playin' my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A.
Yeah, it's a party in the U.S.A.
Get to the club in my taxi cab
Everybody's lookin' at me now
Like, ""Who's that chick that's rockin' kicks?""
""She gotta be from out of town""
So hard with my girls not around me
It's definitely not a Nashville party
'Cause all I see are stilettos
I guess I never got the memo
My tummy's turnin' and I'm feelin' kinda homesick
Too much pressure and I'm nervous
That's when the DJ dropped my favorite tune
And a Britney song was on
And a Britney song was on
And a Britney song was on
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah""
Movin' my hips like, ""Yeah""
I got my hands up, they're playin' my song
I know I'm gonna be okay
Yeah, it's a party in the U.S.A.
Yeah, it's a party in the U.S.A.
Feel like hopping on a flight (On a flight)
Back to my hometown tonight (Town tonight)
Something stops me every time (Every time)
The DJ plays my song and I feel alright (Hey, hey)
So I put my hands up
They're playin' my song, the butterflies fly away
I'm noddin' my head like, ""Yeah"" (N-n-n-noddin' my head)
Movin' my hips like, ""Yeah"" (Ooh, yeah)
I got my hands up, they're playin' my song
I know I'm gonna be okay (Gonna be okay)
Yeah (Na-na, na-na), it's a party in the U.S.A.
Yeah, it's a party in the U.S.A.
So I put my hands up
They're playin' my song, the butterflies fly away (Flying away)
I'm noddin' my head like, ""Yeah"" (Noddin' my head like, ""Yeah"")
Movin' my hips like, ""Yeah"" (Movin' my hips like, ""Yeah"")
I got my hands up, they're playin' my song
I know I'm gonna be okay (I'm gonna be okay)
Yeah (Yeah), it's a party in the U.S.A.
Yeah (Ha-ha-ha-ha), it's a party in the U.S.A.",pop,Miley_Cyrus_Party_in_the_U.S.A..txt
